name,state,lat,lon,population,country
Burlingame,CA,37.5859,-122.3667,30525,US
Gurnee,IL,42.3708,-87.9392,30510,US
Sachse,TX,32.9726,-96.5793,30491,US
Clarksburg,MD,39.2246,-77.2659,30487,US
Drexel Hill,PA,39.9495,-75.3038,30451,US
Okotoks,AB,50.725,-113.975,30405,CA
Highland Park,IL,42.1823,-87.8104,30398,US
Vero Beach South,FL,27.6132,-80.4163,30344,US
Alma,QC,48.55,-71.65,30331,CA
Newark,DE,39.6776,-75.7576,30330,US
Granger,IN,41.7374,-86.1348,30321,US
Saratoga,CA,37.2684,-122.0263,30319,US
Middletown,NY,41.4459,-74.4236,30289,US
Winter Park,FL,28.5989,-81.3442,30274,US
Fridley,MN,45.0841,-93.2595,30241,US
Paragould,AR,36.0555,-90.5149,30215,US
North Tonawanda,NY,43.0457,-78.8659,30198,US
Austintown,OH,41.0932,-80.7405,30164,US
Bixby,OK,35.9454,-95.8776,30155,US
Casselberry,FL,28.6624,-81.3217,30135,US
Hazleton,PA,40.9505,-75.9725,30111,US
Rahway,NJ,40.6077,-74.2807,30109,US
Gloucester,MA,42.626,-70.6897,30075,US
Temescal Valley,CA,33.7581,-117.4677,30069,US
Algonquin,IL,42.1629,-88.3159,30067,US
Niles,IL,42.0278,-87.8099,30064,US
Ferry Pass,FL,30.5205,-87.1899,30053,US
Anderson,SC,34.5211,-82.6478,30051,US
Sainte-Julie,QC,45.5833,-73.3333,30045,CA
Magna,UT,40.7634,-112.1599,30031,US
Bowling Green,OH,41.3776,-83.6495,29983,US
Harrison,NY,41.0236,-73.7193,29961,US
Saint-Constant,QC,45.37,-73.57,29954,CA
Statesville,NC,35.7842,-80.8713,29894,US
Ruskin,FL,27.7065,-82.4209,29834,US
Mehlville,MO,38.5018,-90.3149,29805,US
Laurel,MD,39.0949,-76.8622,29798,US
Central,LA,30.5593,-91.0369,29783,US
Fleming Island,FL,30.0988,-81.7124,29766,US
Easton,PA,40.6858,-75.2209,29739,US
Atascadero,CA,35.4827,-120.6858,29712,US
Schererville,IN,41.4861,-87.4442,29701,US
Melrose,MA,42.4556,-71.059,29650,US
Englewood,NJ,40.8917,-73.9736,29638,US
San Carlos,CA,37.4982,-122.2677,29614,US
Monterey,CA,36.5919,-121.8808,29613,US
Leland,NC,34.2042,-78.0279,29607,US
Converse,TX,29.5091,-98.3084,29607,US
Hobart,IN,41.514,-87.2729,29558,US
Crofton,MD,39.0144,-76.68,29549,US
Enterprise,AL,31.3275,-85.8463,29505,US
Burton,MI,42.9974,-83.6175,29500,US
Galesburg,IL,40.9506,-90.3763,29481,US
Daphne,AL,30.6263,-87.8816,29453,US
Raytown,MO,38.9944,-94.4641,29445,US
Orchards,WA,45.689,-122.5306,29438,US
Independence,KY,38.951,-84.5492,29392,US
Southgate,MI,42.2047,-83.2057,29366,US
Kirkwood,MO,38.5788,-90.4203,29363,US
Clayton,NC,35.659,-78.4498,29320,US
Oak Park,MI,42.4649,-83.1824,29318,US
Fountain,CO,38.6886,-104.6829,29300,US
Suisun City,CA,38.2473,-122.0091,29286,US
South Laurel,MD,39.0603,-76.8456,29272,US
Garfield Heights,OH,41.4199,-81.6038,29269,US
Parkersburg,WV,39.2623,-81.542,29240,US
Waukee,IA,41.5985,-93.8869,29236,US
Golden Gate,FL,26.1844,-81.7031,29234,US
Jacksonville,AR,34.8807,-92.1304,29221,US
East Lake-Orient Park,FL,27.997,-82.3653,29213,US
Jeffersontown,KY,38.2049,-85.5701,29199,US
Texarkana,AR,33.436,-93.9959,29177,US
San Lorenzo,CA,37.6733,-122.1332,29171,US
Russellville,AR,35.2762,-93.1383,29162,US
Rockledge,FL,28.3203,-80.736,29133,US
Perry Hall,MD,39.4068,-76.478,29105,US
East Palo Alto,CA,37.4671,-122.1352,29069,US
Short Pump,VA,37.6549,-77.6201,29026,US
Athens,AL,34.7843,-86.9503,29002,US
Langley,BC,49.0987,-122.6597,28963,CA
Tysons,VA,38.9215,-77.2273,28936,US
Shaker Heights,OH,41.4744,-81.5496,28922,US
Fortuna Foothills,AZ,32.6616,-114.3974,28896,US
Grimsby,ON,43.2,-79.55,28883,CA
Citrus Park,FL,28.073,-82.5628,28804,US
Lake in the Hills,IL,42.1913,-88.3477,28800,US
West Melbourne,FL,28.0694,-80.6736,28795,US
Crestview,FL,30.7477,-86.5785,28773,US
Burbank,IL,41.7444,-87.7686,28739,US
Chaska,MN,44.8164,-93.6091,28706,US
Forest Hills,MI,42.9577,-85.4895,28695,US
Danville,IL,40.1426,-87.6111,28595,US
Oakdale,MN,44.9876,-92.9641,28585,US
Silver Springs Shores,FL,29.1126,-82.0149,28537,US
East Niles,CA,35.3683,-118.9225,28532,US
Ives Estates,FL,25.9632,-80.183,28506,US
Kalispell,MT,48.2153,-114.3274,28504,US
Frankfort,KY,38.1924,-84.8643,28503,US
Pooler,GA,32.1043,-81.2569,28466,US
Bergenfield,NJ,40.9236,-73.9982,28450,US
Ramsey,MN,45.2617,-93.4494,28421,US
Madison Heights,MI,42.5073,-83.1034,28419,US
Glen Ellyn,IL,41.8666,-88.0629,28390,US
Shirley,NY,40.7936,-72.8748,28375,US
Ilchester,MD,39.2187,-76.7683,28364,US
Carney,MD,39.405,-76.5235,28343,US
Laplace,LA,30.0731,-90.4758,28343,US
Eagle Pass,TX,28.7125,-100.484,28339,US
Alvin,TX,29.3872,-95.2938,28333,US
Magog,QC,45.2667,-72.15,28312,CA
Boisbriand,QC,45.62,-73.83,28308,CA
Monroeville,PA,40.4262,-79.7605,28295,US
Eastern Goleta Valley,CA,34.4448,-119.7879,28295,US
Kahului,HI,20.8715,-156.4603,28288,US
Maple Valley,WA,47.3659,-122.0368,28287,US
Lansing,IL,41.5648,-87.5462,28284,US
Ridgecrest,CA,35.6308,-117.6622,28225,US
Whitehorse,YT,60.7029,-135.0691,28201,CA
Aberdeen,SD,45.4649,-98.4686,28189,US
Jamestown,NY,42.0976,-79.2367,28188,US
Greenville,MS,33.385,-91.0514,28166,US
Monsey,NY,41.1181,-74.0682,28160,US
Dieppe,NB,46.0989,-64.7242,28114,CA
Glen Cove,NY,40.8709,-73.6287,28112,US
McHenry,IL,42.3387,-88.2932,28074,US
Williston,ND,48.1814,-103.6364,28056,US
Prior Lake,MN,44.7246,-93.4419,28016,US
New Lenox,IL,41.5095,-87.9703,28006,US
Huntley,IL,42.1599,-88.433,28005,US
Deer Park,NY,40.7623,-73.3218,27990,US
Lake Jackson,TX,29.0516,-95.4521,27974,US
Mount Pleasant,WI,42.7129,-87.8876,27953,US
Madison,MS,32.4738,-90.13,27946,US
Wright,FL,30.4445,-86.6419,27927,US
Allen Park,MI,42.2595,-83.2107,27925,US
Maryland Heights,MO,38.7189,-90.4749,27880,US
Woodburn,OR,45.1472,-122.8603,27875,US
Henderson,KY,37.8397,-87.5798,27852,US
Palm River-Clair Mel,FL,27.9239,-82.3791,27844,US
Kernersville,NC,36.1065,-80.0842,27830,US
Homewood,AL,33.4619,-86.809,27829,US
Garden City,KS,37.9753,-100.8527,27819,US
Leisure City,FL,25.4935,-80.4363,27808,US
Tualatin,OR,45.3772,-122.7748,27763,US
Hamtramck,MI,42.3954,-83.0559,27743,US
Pearl,MS,32.273,-90.0918,27737,US
Union City,GA,33.5942,-84.5629,27728,US
Lemon Grove,CA,32.7331,-117.0344,27686,US
Drexel Heights,AZ,32.1453,-111.048,27675,US
Mililani Town,HI,21.4465,-158.0147,27668,US
Marshalltown,IA,42.0343,-92.9068,27626,US
New London,CT,41.3502,-72.1022,27625,US
Dodge City,KS,37.7611,-100.0182,27613,US
Williamsport,PA,41.2399,-77.037,27612,US
Walnut,CA,34.0334,-117.8593,27611,US
Asheboro,NC,35.7158,-79.8127,27580,US
New Iberia,LA,30.0049,-91.8202,27571,US
Fremont,NE,41.4395,-96.4873,27567,US
Rosemount,MN,44.7466,-93.0661,27562,US
Mint Hill,NC,35.1783,-80.6528,27556,US
Marion,IN,40.5497,-85.6604,27531,US
Marysville,OH,40.2279,-83.3595,27518,US
Millville,NJ,39.3903,-75.0561,27511,US
Wilmette,IL,42.0771,-87.7282,27503,US
Venice,FL,27.1184,-82.4137,27479,US
Nocatee,FL,30.0927,-81.4095,27442,US
Sun City West,AZ,33.6695,-112.3573,27425,US
Green,OH,40.9483,-81.4757,27393,US
Carrollton,GA,33.5818,-85.0838,27392,US
Palm Springs,FL,26.6348,-80.0969,27356,US
Twentynine Palms,CA,34.1478,-116.0659,27355,US
Belmont,CA,37.5154,-122.2953,27337,US
Neenah,WI,44.1669,-88.4767,27336,US
King,ON,44.0463,-79.6044,27333,CA
Parksville,BC,49.315,-124.312,27330,CA
Thomasville,NC,35.8813,-80.0807,27321,US
Brawley,CA,32.9783,-115.5287,27283,US
Temple Terrace,FL,28.0436,-82.3773,27275,US
Conway,SC,33.8401,-79.0431,27263,US
Balch Springs,TX,32.7194,-96.6151,27255,US
Gladstone,MO,39.2134,-94.5592,27207,US
Clinton,MS,32.354,-90.3403,27195,US
Conception Bay South,NL,47.5167,-52.9833,27168,CA
Kuna,ID,43.488,-116.3933,27158,US
Batavia,IL,41.8479,-88.3109,27151,US
Lindenhurst,NY,40.6858,-73.371,27142,US
Kent,OH,41.149,-81.361,27116,US
Lutz,FL,28.1396,-82.4467,27106,US
Lemoore,CA,36.2949,-119.7983,27102,US
Jenks,OK,35.9981,-95.9736,27102,US
Fort Saskatchewan,AB,53.7128,-113.2133,27088,CA
Lochearn,MD,39.3461,-76.7307,27074,US
Mason City,IA,43.1487,-93.1997,27050,US
Camas,WA,45.6005,-122.4304,27007,US
Woolwich,ON,43.5667,-80.4833,26999,CA
Wilsonville,OR,45.3109,-122.7702,26974,US
Wooster,OH,40.8172,-81.9336,26971,US
Cabot,AR,34.9766,-92.0274,26960,US
Tumwater,WA,46.9891,-122.9175,26956,US
West Linn,OR,45.367,-122.6399,26935,US
South Portland,ME,43.631,-70.2895,26930,US
Vernon Hills,IL,42.234,-87.9608,26876,US
West Islip,NY,40.7041,-73.2954,26865,US
Paducah,KY,37.0711,-88.644,26845,US
Troy,OH,40.0437,-84.2186,26842,US
Fort Hood,TX,31.1357,-97.7834,26814,US
Oak Forest,IL,41.6054,-87.7527,26805,US
Elk River,MN,45.3314,-93.567,26793,US
Benicia,CA,38.0725,-122.1526,26749,US
Garden City,MI,42.3244,-83.3412,26739,US
Happy Valley,OR,45.4358,-122.5081,26738,US
Chicago Heights,IL,41.51,-87.6345,26736,US
Plum,PA,40.5024,-79.7495,26723,US
Shoreview,MN,45.0842,-93.1358,26714,US
Sanger,CA,36.699,-119.5575,26699,US
Allendale,MI,42.9845,-85.9499,26679,US
Superior,WI,46.6941,-92.0823,26677,US
Trussville,AL,33.6405,-86.5815,26673,US
Horn Lake,MS,34.9512,-90.0501,26647,US
Paramus,NJ,40.9455,-74.0712,26568,US
Ewa Gentry,HI,21.3344,-158.0262,26563,US
Wasco,CA,35.5938,-119.3671,26558,US
Granite City,IL,38.7296,-90.1268,26549,US
Sainte-Therese,QC,45.6333,-73.85,26533,CA
Forest Grove,OR,45.5243,-123.1097,26529,US
Grandview,MO,38.8802,-94.5227,26527,US
Clarence-Rockland,ON,45.4833,-75.2,26505,CA
Owatonna,MN,44.0912,-93.2312,26498,US
Bellview,FL,30.462,-87.312,26488,US
Edwardsville,IL,38.7922,-89.9874,26474,US
Holbrook,NY,40.7944,-73.07,26449,US
Oxford,MS,34.3627,-89.5336,26411,US
Lockport,IL,41.5906,-88.0293,26409,US
La Prairie,QC,45.42,-73.5,26406,CA
Okemos,MI,42.7057,-84.4135,26396,US
Ballenger Creek,MD,39.3807,-77.4206,26390,US
Palm City,FL,27.1735,-80.2862,26371,US
Soledad,CA,36.4432,-121.3426,26365,US
Immokalee,FL,26.4253,-81.4251,26361,US
Austin,MN,43.6721,-92.9784,26358,US
South Salt Lake,UT,40.7057,-111.8986,26352,US
Wheeling,WV,40.0752,-80.6951,26350,US
Ridgewood,NJ,40.9821,-74.1127,26308,US
Hercules,CA,38.0064,-122.2564,26302,US
Moscow,ID,46.7308,-116.9986,26286,US
Auburn,NY,42.9338,-76.5685,26285,US
Elkridge,MD,39.1941,-76.7428,26283,US
Pace,FL,30.6188,-87.1667,26282,US
Saint-Bruno-de-Montarville,QC,45.5333,-73.35,26273,CA
Carolina Forest,SC,33.7651,-78.913,26263,US
Sebastian,FL,27.7822,-80.4819,26262,US
Elmira,NY,42.0938,-76.8097,26257,US
Midland,ON,44.75,-79.8833,26246,CA
Fairland,MD,39.0803,-76.9527,26231,US
Fish Hawk,FL,27.8511,-82.2164,26186,US
Franklin,IN,39.4948,-86.0544,26168,US
Woodstock,IL,42.3096,-88.4353,26147,US
Simpsonville,SC,34.7287,-82.2569,26144,US
Sugar Hill,GA,34.108,-84.0558,26128,US
Moses Lake,WA,47.1279,-119.2759,26083,US
Lodi,NJ,40.8784,-74.0814,26082,US
Windsor,CA,38.5422,-122.8089,26081,US
World Golf Village,FL,29.9654,-81.4896,26077,US
Thetford Mines,QC,46.1,-71.3,26072,CA
South Pasadena,CA,34.1103,-118.1573,26068,US
Newberg,OR,45.3075,-122.9601,26066,US
Derby,KS,37.5571,-97.2551,26062,US
Norfolk,NE,42.0324,-97.4217,26054,US
Cherry Hill,VA,38.5696,-77.2895,26044,US
East Chicago,IN,41.6469,-87.4545,26022,US
Colleyville,TX,32.8913,-97.1486,26012,US
Eureka,CA,40.7943,-124.1564,26010,US
Winona,MN,44.0505,-91.6684,26009,US
Chanhassen,MN,44.8546,-93.5621,26006,US
El Cerrito,CA,37.9196,-122.3025,25994,US
South Bradenton,FL,27.4612,-82.5822,25990,US
Plainview,NY,40.7832,-73.4732,25982,US
Galt,CA,38.2698,-121.3004,25962,US
Medina,OH,41.1358,-81.8695,25950,US
Staunton,VA,38.1593,-79.0611,25948,US
Keystone,FL,28.1312,-82.5999,25858,US
King of Prussia,PA,40.0963,-75.3821,25857,US
North Tustin,CA,33.7636,-117.7947,25807,US
Tarpon Springs,FL,28.1493,-82.7623,25791,US
Stevens Point,WI,44.5241,-89.5507,25785,US
Cliffside Park,NJ,40.8222,-73.9879,25781,US
Denison,TX,33.7672,-96.5808,25778,US
Rockville Centre,NY,40.6643,-73.6383,25765,US
Imperial Beach,CA,32.5693,-117.118,25764,US
Avon Lake,OH,41.4944,-82.0159,25752,US
Cave Spring,VA,37.2254,-80.0072,25742,US
Starkville,MS,33.4608,-88.8297,25721,US
Key West,FL,24.5642,-81.7775,25720,US
Lincoln,ON,43.13,-79.43,25719,CA
Northdale,FL,28.1058,-82.5263,25710,US
Bloomington,CA,34.0601,-117.4013,25698,US
Xenia,OH,39.6829,-83.9413,25689,US
North Augusta,SC,33.5214,-81.9547,25653,US
Peekskill,NY,41.2884,-73.9227,25625,US
Salem,VA,37.2864,-80.0555,25618,US
West Whittier-Los Nietos,CA,33.9759,-118.0689,25615,US
Reedley,CA,36.5988,-119.4471,25609,US
Reisterstown,MD,39.455,-76.814,25582,US
Florence,AZ,33.059,-111.4209,25570,US
North Laurel,MD,39.1285,-76.8476,25563,US
Brandon,MS,32.2778,-89.9896,25542,US
Yukon,OK,35.5201,-97.7639,25529,US
Mountain House,CA,37.7673,-121.5449,25513,US
Corsicana,TX,32.0824,-96.4665,25511,US
Carteret,NJ,40.5849,-74.2284,25496,US
Columbine,CO,39.5879,-105.0694,25478,US
Dinuba,CA,36.5453,-119.3987,25475,US
Mill Creek East,WA,47.8361,-122.1877,25453,US
Ottumwa,IA,41.0195,-92.4186,25430,US
Inkster,MI,42.2935,-83.3148,25428,US
Muskego,WI,42.886,-88.1291,25406,US
Bessemer,AL,33.3712,-86.9728,25400,US
West Chicago,IL,41.896,-88.2253,25395,US
Farmington,UT,40.9845,-111.9065,25389,US
Walker,MI,42.9853,-85.7446,25386,US
Frederickson,WA,47.0916,-122.3603,25383,US
Dickinson,ND,46.8918,-102.7925,25357,US
Avon,OH,41.4485,-82.0187,25317,US
Holt,MI,42.6416,-84.5308,25316,US
Mercer Island,WA,47.5661,-122.232,25307,US
De Pere,WI,44.4308,-88.0785,25301,US
Lafayette,CA,37.8919,-122.1189,25285,US
Mequon,WI,43.2352,-87.9839,25270,US
Caledonia,WI,42.7986,-87.8762,25257,US
Papillion,NE,41.1511,-96.0665,25244,US
Princeton,TX,33.1778,-96.5044,25229,US
Centerville,OH,39.6339,-84.1449,25205,US
Katy,TX,29.7905,-95.8353,25184,US
Perrysburg,OH,41.5377,-83.6413,25181,US
Riverbank,CA,37.726,-120.9433,25166,US
University Park,TX,32.8506,-96.7937,25155,US
Fort Washington,MD,38.7339,-77.0069,25134,US
Loma Linda,CA,34.045,-117.2498,25122,US
Port St. John,FL,28.4757,-80.8104,25120,US
Hazelwood,MO,38.7931,-90.3899,25114,US
Auburn Hills,MI,42.6735,-83.2448,25105,US
Barstow,CA,34.8661,-117.0471,25100,US
Norco,CA,33.9252,-117.5498,25054,US
Norton Shores,MI,43.1621,-86.2519,25041,US
Fairfax,VA,38.8531,-77.2997,25026,US
Belton,MO,38.8192,-94.5335,25008,US
Hastings,NE,40.5961,-98.39,25008,US
Kingsville,TX,27.5094,-97.861,24994,US
Saginaw,TX,32.8657,-97.3654,24970,US
Greenfield,IN,39.7937,-85.7738,24940,US
Edgewood,MD,39.419,-76.2964,24922,US
Coral Terrace,FL,25.7464,-80.3049,24895,US
Liberty Triangle,FL,29.076,-82.2191,24888,US
Westchase,FL,28.0597,-82.611,24885,US
Quispamsis,NB,45.4322,-65.9462,24881,CA
Ardmore,OK,34.1949,-97.1256,24877,US
Newport,RI,41.4801,-71.3203,24874,US
Wasaga Beach,ON,44.5206,-80.0167,24862,CA
Barberton,OH,41.0095,-81.6037,24844,US
Easley,SC,34.8188,-82.5827,24841,US
Nixa,MO,37.0453,-93.2959,24836,US
Romulus,MI,42.2237,-83.366,24831,US
Pelham,AL,33.3114,-86.7573,24827,US
Fort Dodge,IA,42.5098,-94.1751,24827,US
Collingwood,ON,44.5,-80.2167,24811,CA
Medford,NY,40.822,-72.9859,24796,US
Paris,TX,33.6688,-95.546,24775,US
Dix Hills,NY,40.8033,-73.3375,24773,US
Kerrville,TX,30.0398,-99.132,24755,US
Belvidere,IL,42.2543,-88.8649,24752,US
Zanesville,OH,39.9565,-82.0132,24740,US
Terrytown,LA,29.9014,-90.0279,24726,US
Seal Beach,CA,33.7542,-118.0714,24722,US
San Benito,TX,26.1298,-97.644,24709,US
Patterson,CA,37.4758,-121.1536,24693,US
Greenbelt,MD,38.9953,-76.8885,24678,US
Herndon,VA,38.9699,-77.3867,24672,US
Shelbyville,TN,35.4987,-86.4517,24661,US
Middletown,DE,39.445,-75.7183,24661,US
Selma,CA,36.5715,-119.6143,24659,US
Palmetto Bay,FL,25.6219,-80.3221,24639,US
Farragut,TN,35.8731,-84.1821,24634,US
Faribault,MN,44.2996,-93.2789,24631,US
Bainbridge Island,WA,47.6439,-122.5434,24631,US
Morton Grove,IL,42.0423,-87.789,24619,US
Sandusky,OH,41.4468,-82.7024,24606,US
Auburn,ME,44.0851,-70.2492,24602,US
Zion,IL,42.4603,-87.8511,24600,US
Ridgeland,MS,32.4236,-90.1481,24587,US
Lexington,SC,33.989,-81.2202,24585,US
Sept-Iles,QC,50.2167,-66.3833,24569,CA
Fresno,TX,29.5357,-95.4696,24560,US
Benbrook,TX,32.6788,-97.4637,24557,US
Melrose Park,IL,41.903,-87.8636,24549,US
Brambleton,VA,38.9803,-77.5323,24537,US
Homer Glen,IL,41.6043,-87.9497,24529,US
Gardner,KS,38.8122,-94.9275,24526,US
Raymore,MO,38.8029,-94.4583,24526,US
Mandan,ND,46.829,-100.887,24522,US
Decatur,GA,33.7711,-84.2963,24518,US
Landover,MD,38.9241,-76.8875,24514,US
Taylors,SC,34.9157,-82.3124,24505,US
Wadsworth,OH,41.0279,-81.7323,24492,US
Wyandotte,MI,42.2113,-83.1558,24489,US
Columbus,NE,41.4366,-97.3565,24488,US
Pickerington,OH,39.889,-82.7678,24477,US
Chester,VA,37.3531,-77.4342,24474,US
South Plainfield,NJ,40.5748,-74.4152,24473,US
Riverside,OH,39.7835,-84.1219,24435,US
Johnston,IA,41.691,-93.7234,24384,US
Watertown,NY,43.9734,-75.9094,24375,US
Oak Harbor,WA,48.2964,-122.6333,24362,US
Duncan,BC,48.7787,-123.7079,24358,CA
Belton,TX,31.0525,-97.479,24356,US
Anna,TX,33.3472,-96.5508,24330,US
Ponca City,OK,36.7235,-97.0677,24326,US
Clinton,IA,41.8435,-90.2412,24322,US
Maywood,CA,33.9886,-118.1877,24317,US
Arnold,MD,39.0437,-76.4974,24303,US
Pecan Grove,TX,29.6235,-95.733,24272,US
Bailey's Crossroads,VA,38.8477,-77.1305,24271,US
Hudson,QC,45.45,-74.15,24245,CA
Bay Point,CA,38.0329,-121.9615,24231,US
Fernley,NV,39.5627,-119.1906,24225,US
South Elgin,IL,41.9906,-88.3135,24217,US
Fairhope,AL,30.5209,-87.8813,24190,US
Emporia,KS,38.4028,-96.1932,24131,US
Eustis,FL,28.8563,-81.6771,24119,US
Cartersville,GA,34.1644,-84.8009,24074,US
Cloverleaf,TX,29.7882,-95.1724,24063,US
Willoughby,OH,41.6459,-81.4084,24046,US
Chantilly,VA,38.8868,-77.4453,24036,US
Collinsville,IL,38.677,-90.0063,24031,US
Saint-Lin--Laurentides,QC,45.85,-73.7667,24030,CA
Rolling Meadows,IL,42.0747,-88.0252,24027,US
Foley,AL,30.3983,-87.665,24026,US
Big Spring,TX,32.2389,-101.4799,23975,US
Marion Oaks,FL,29.0011,-82.1953,23972,US
Cockeysville,MD,39.4804,-76.6294,23962,US
Brookings,SD,44.3022,-96.7859,23948,US
Solon,OH,41.3865,-81.44,23943,US
West Memphis,AR,35.153,-90.1996,23929,US
North Potomac,MD,39.0955,-77.2373,23922,US
Wekiwa Springs,FL,28.6984,-81.4251,23915,US
Kingston,NY,41.9295,-73.9968,23911,US
White Bear Lake,MN,45.0656,-93.015,23908,US
Farmington,MN,44.6572,-93.1687,23902,US
Linda,CA,39.1241,-121.5421,23871,US
Strathroy-Caradoc,ON,42.9575,-81.6167,23871,CA
Elmwood Park,IL,41.9225,-87.8163,23868,US
Bloomingdale,FL,27.8784,-82.2624,23827,US
Marshall,TX,32.537,-94.3515,23825,US
Bayonet Point,FL,28.3254,-82.6834,23822,US
Squamish,BC,49.7017,-123.1589,23819,CA
Thorold,ON,43.1167,-79.2,23816,CA
Brent,FL,30.4727,-87.2495,23813,US
Socastee,SC,33.6871,-79.0086,23796,US
Suitland,MD,38.8492,-76.9225,23793,US
Ladera Ranch,CA,33.5492,-117.6417,23793,US
Fountain Hills,AZ,33.6073,-111.7398,23789,US
Roseburg,OR,43.2231,-123.352,23778,US
Rosemont,CA,38.5478,-121.3553,23766,US
Van Buren,AR,35.4483,-94.3528,23763,US
Griffin,GA,33.2418,-84.2748,23761,US
Ensley,FL,30.5259,-87.2733,23760,US
Kenmore,WA,47.7516,-122.2489,23741,US
Munster,IN,41.5468,-87.504,23733,US
Burlington,IA,40.8071,-91.1247,23728,US
Westmont,IL,41.7948,-87.9742,23724,US
Eastmont,WA,47.8968,-122.1818,23721,US
Glassboro,NJ,39.7014,-75.1113,23717,US
Webster Groves,MO,38.5866,-90.3544,23712,US
Highland,IN,41.5483,-87.4588,23680,US
Horizon City,TX,31.6799,-106.1903,23668,US
Jacksonville Beach,FL,30.2782,-81.4045,23654,US
San Fernando,CA,34.2886,-118.4362,23632,US
Edgewater,FL,28.9594,-80.9406,23627,US
Yorkville,IL,41.6563,-88.4507,23617,US
Clinton,UT,41.1395,-112.0656,23612,US
Truro,NS,45.3647,-63.28,23583,CA
Waverly,MI,42.7401,-84.6354,23575,US
Jasmine Estates,FL,28.293,-82.6907,23571,US
Amherstburg,ON,42.1,-83.0833,23524,CA
Freeport,IL,42.2891,-89.6346,23505,US
Loves Park,IL,42.3364,-88.9975,23502,US
Muscatine,IA,41.4195,-91.068,23489,US
Pottstown,PA,40.2508,-75.6445,23476,US
North Salt Lake,UT,40.8439,-111.9187,23474,US
L'Assomption,QC,45.8333,-73.4167,23442,CA
Avon,IN,39.7601,-86.3916,23437,US
Copiague,NY,40.6707,-73.3922,23424,US
East San Gabriel,CA,34.1157,-118.0791,23410,US
Lisle,IL,41.7918,-88.0888,23407,US
Athens,OH,39.327,-82.0987,23396,US
Corinth,TX,33.1434,-97.0682,23385,US
Oak Ridge,FL,28.4727,-81.4169,23364,US
Columbus,MS,33.5088,-88.4096,23348,US
Searcy,AR,35.2418,-91.7351,23340,US
North Lynnwood,WA,47.8533,-122.2762,23339,US
West Rancho Dominguez,CA,33.9057,-118.2683,23300,US
Tecumseh,ON,42.2431,-82.9256,23300,CA
Champlin,MN,45.1702,-93.3903,23294,US
Maple Heights,OH,41.4094,-81.5625,23258,US
Hazel Dell,WA,45.6797,-122.6553,23237,US
Coralville,IA,41.699,-91.5967,23234,US
Watauga,TX,32.8719,-97.2515,23233,US
Maywood,IL,41.8798,-87.8442,23201,US
Oakdale,CA,37.7618,-120.8468,23194,US
Rock Springs,WY,41.5947,-109.2209,23127,US
Mountlake Terrace,WA,47.7921,-122.3077,23104,US
Union Hill-Novelty Hill,WA,47.6788,-122.0284,23047,US
Watertown,SD,44.9094,-97.1532,23044,US
Trotwood,OH,39.7926,-84.3165,23041,US
Hudson,OH,41.2399,-81.4408,23039,US
Payson,UT,40.0355,-111.739,23039,US
Four Square Mile,CO,39.6808,-104.888,23024,US
Perry,GA,32.472,-83.7283,23001,US
Candiac,QC,45.38,-73.52,22997,CA
Essa,ON,44.25,-79.7833,22970,CA
The Crossings,FL,25.6708,-80.4018,22963,US
Hopewell,VA,37.2915,-77.2985,22959,US
Duncan,OK,34.5408,-97.9215,22958,US
Paradise,NL,47.5333,-52.8667,22957,CA
Garden City,NY,40.7266,-73.6447,22941,US
Keene,NH,42.9494,-72.2998,22939,US
Hialeah Gardens,FL,25.8878,-80.3569,22915,US
Fate,TX,32.943,-96.3858,22884,US
Prairie Village,KS,38.9874,-94.6362,22874,US
DeBary,FL,28.8815,-81.324,22869,US
Radcliff,KY,37.8204,-85.9365,22864,US
Waynesboro,VA,38.0674,-78.9014,22841,US
North Platte,NE,41.1263,-100.7641,22831,US
Hunters Creek,FL,28.361,-81.4358,22819,US
Albertville,AL,34.2633,-86.2108,22813,US
North Plainfield,NJ,40.6209,-74.4386,22809,US
Holiday,FL,28.1864,-82.7429,22785,US
Watertown,WI,43.1893,-88.7285,22774,US
Hurricane,UT,37.1487,-113.3517,22771,US
Saint-Lambert,QC,45.5,-73.5167,22761,CA
Vega Baja,PR,18.4406,-66.3997,22756,US
Roselle,IL,41.9809,-88.0861,22752,US
Christiansburg,VA,37.1406,-80.4036,22720,US
Somerset,NJ,40.5083,-74.501,22720,US
New Brighton,MN,45.0658,-93.206,22710,US
Laguna Beach,CA,33.5455,-117.7613,22710,US
Summit,NJ,40.7154,-74.3647,22705,US
Central Falls,RI,41.8901,-71.3934,22701,US
Millbrae,CA,37.5994,-122.4023,22689,US
Calabasas,CA,34.1375,-118.6689,22669,US
McNair,VA,38.9513,-77.4115,22655,US
Roselle,NJ,40.6527,-74.2599,22646,US
Ramona,CA,33.0474,-116.8766,22634,US
Martha Lake,WA,47.8479,-122.2327,22634,US
Machesney Park,IL,42.3666,-89.0266,22630,US
Chalmette,LA,29.9438,-89.966,22616,US
Ennis,TX,32.3254,-96.6347,22588,US
Hillsborough,NJ,40.5069,-74.6523,22585,US
Anthem,AZ,33.856,-112.1168,22584,US
Sapulpa,OK,36.0091,-96.1003,22570,US
St. John,IN,41.4429,-87.4697,22567,US
Marina,CA,36.681,-121.7892,22563,US
Camp Springs,MD,38.8052,-76.9199,22544,US
