name,state,lat,lon,population,country
Derby,CT,41.3265,-73.0833,12487,US
Winnetka,IL,42.1064,-87.7421,12484,US
Moss Bluff,LA,30.3039,-93.2051,12482,US
Levelland,TX,33.5806,-102.3635,12466,US
Whitestown,IN,39.9706,-86.3612,12466,US
Fort Atkinson,WI,42.9253,-88.8442,12463,US
Upper Montclair,NJ,40.8433,-74.2006,12457,US
Manchester,VA,37.4902,-77.5396,12445,US
Grafton,WI,43.3204,-87.948,12445,US
West Plains,MO,36.7377,-91.868,12441,US
Monfort Heights,OH,39.1823,-84.6075,12441,US
Pike Creek Valley,DE,39.7294,-75.6989,12431,US
Crossville,TN,35.9526,-85.0295,12428,US
Dorado,PR,18.4657,-66.2726,12425,US
Boone,IA,42.0531,-93.877,12424,US
Gig Harbor,WA,47.3352,-122.5964,12424,US
Rantoul,IL,40.3031,-88.1549,12421,US
Warman,SK,52.3219,-106.5842,12419,CA
Salisbury,NY,40.7454,-73.5604,12412,US
Berthoud,CO,40.3071,-105.0426,12411,US
Olympia Heights,FL,25.724,-80.3388,12399,US
Patchogue,NY,40.7621,-73.0185,12396,US
Nanakuli,HI,21.3892,-158.1445,12383,US
Rio Grande,PR,18.3789,-65.8388,12375,US
Grenada,MS,33.7816,-89.813,12375,US
Big Lake,MN,45.3417,-93.7434,12367,US
Hornsby Bend,TX,30.2388,-97.5899,12367,US
Washington,IN,38.6586,-87.1591,12367,US
Webster,TX,29.5317,-95.1188,12366,US
North Merrick,NY,40.6871,-73.5615,12366,US
Conneaut,OH,41.9275,-80.5685,12357,US
Cascades,VA,39.0464,-77.3874,12357,US
Escanaba,MI,45.7477,-87.09,12354,US
Ocean Pines,MD,38.3851,-75.1487,12351,US
Fostoria,OH,41.16,-83.4121,12344,US
Effingham,IL,39.1205,-88.5509,12342,US
Streator,IL,41.1245,-88.8297,12330,US
Lansdowne,VA,39.0844,-77.4839,12328,US
Fortuna,CA,40.5862,-124.1419,12326,US
Justice,IL,41.7495,-87.8345,12324,US
Dawson Creek,BC,55.7606,-120.2356,12323,CA
Sidney,BC,48.6506,-123.3986,12318,CA
Jefferson Hills,PA,40.2926,-79.9329,12317,US
Newman,CA,37.3156,-121.0212,12316,US
Newington Forest,VA,38.737,-77.2339,12316,US
Gravenhurst,ON,44.9167,-79.3667,12311,CA
Sylacauga,AL,33.178,-86.2605,12309,US
Choctaw,OK,35.4802,-97.2666,12303,US
Prince Rupert,BC,54.3122,-130.3271,12300,CA
Crestwood,MO,38.5569,-90.3783,12295,US
South Miami,FL,25.7079,-80.2952,12277,US
Perth East,ON,43.47,-80.95,12261,CA
Oak Grove,SC,33.978,-81.1468,12256,US
Lantana,FL,26.5834,-80.0564,12256,US
Baker,LA,30.5832,-91.1582,12253,US
Honeygo,MD,39.4055,-76.4282,12250,US
Lakeland Village,CA,33.648,-117.3706,12236,US
Inwood,NY,40.6219,-73.7506,12235,US
North Saanich,BC,48.6142,-123.42,12235,CA
Greensburg,IN,39.3518,-85.5028,12229,US
Largo,MD,38.88,-76.8289,12229,US
Herrin,IL,37.7983,-89.0305,12226,US
Borger,TX,35.6598,-101.4012,12226,US
Beatrice,NE,40.2736,-96.7455,12225,US
Madison,IN,38.7581,-85.3973,12223,US
Gardere,LA,30.3582,-91.1346,12223,US
Alcoa,TN,35.8076,-83.9753,12222,US
Bound Brook,NJ,40.5676,-74.5383,12219,US
Bayou Blue,LA,29.6341,-90.6733,12218,US
San Marino,CA,34.1224,-118.1132,12216,US
Somerset,KY,37.0834,-84.6109,12216,US
Citrus Springs,FL,28.9931,-82.4594,12215,US
Plano,IL,41.6757,-88.5293,12203,US
El Campo,TX,29.2,-96.2723,12202,US
James Island,SC,32.7353,-79.9394,12198,US
Riviera Beach,MD,39.1623,-76.5257,12192,US
Middle Valley,TN,35.1877,-85.1959,12187,US
Riverview,MI,42.1723,-83.1946,12186,US
St. Peter,MN,44.3295,-93.9658,12185,US
Yeadon,PA,39.9325,-75.2527,12181,US
Prevost,QC,45.87,-74.08,12171,CA
Poulsbo,WA,47.7417,-122.6407,12165,US
Brandywine,MD,38.6963,-76.8846,12160,US
Glen Rock,NJ,40.9601,-74.125,12154,US
Palos Heights,IL,41.6637,-87.7958,12152,US
Macedonia,OH,41.3147,-81.4989,12152,US
Sainte-Adele,QC,45.95,-74.13,12137,CA
Granbury,TX,32.4475,-97.7702,12136,US
Tucson Estates,AZ,32.1792,-111.1266,12136,US
Sainte-Agathe-des-Monts,QC,46.05,-74.28,12136,CA
University of California-Santa Barbara,CA,34.4151,-119.8568,12121,US
Smithfield,NC,35.5133,-78.3495,12116,US
East Bethel,MN,45.3557,-93.2038,12115,US
Hasbrouck Heights,NJ,40.8618,-74.0741,12115,US
Gardnerville Ranchos,NV,38.8957,-119.7492,12114,US
Somersworth,NH,43.2534,-70.8856,12111,US
Quesnel,BC,52.9784,-122.4927,12110,CA
Westview,FL,25.8825,-80.2415,12107,US
Lakeland Highlands,FL,27.9572,-81.9496,12102,US
Show Low,AZ,34.2671,-110.0384,12102,US
Wyndham,VA,37.6924,-77.6123,12099,US
River Edge,NJ,40.9269,-74.0387,12091,US
Archdale,NC,35.9032,-79.9591,12087,US
Tamalpais-Homestead Valley,CA,37.8793,-122.5382,12085,US
Prairie Ridge,WA,47.1438,-122.1408,12074,US
New Baltimore,MI,42.6904,-82.7398,12072,US
Sussex,WI,43.1346,-88.2226,12066,US
McComb,MS,31.2442,-90.4716,12049,US
Scotts Valley,CA,37.0555,-122.0118,12044,US
Kings Mountain,NC,35.2349,-81.3501,12039,US
Robertsville,NJ,40.3395,-74.2939,12035,US
Annapolis Neck,MD,38.9409,-76.4997,12032,US
Leeds,AL,33.5436,-86.5639,12028,US
Muscoy,CA,34.1552,-117.3477,12025,US
Fountain Inn,SC,34.6989,-82.2005,12020,US
New Kensington,PA,40.5712,-79.7523,12011,US
Red Bank,TN,35.1117,-85.2962,12010,US
Les Iles-de-la-Madeleine,QC,47.3833,-61.8667,12010,CA
Weatherford,OK,35.538,-98.6853,12004,US
Commerce,CA,33.9963,-118.1519,11993,US
River Forest,IL,41.895,-87.8194,11992,US
Shady Hills,FL,28.4042,-82.5468,11983,US
Gladstone,OR,45.3864,-122.5934,11977,US
Dent,OH,39.1915,-84.6601,11973,US
Rancho Mission Viejo,CA,33.514,-117.5618,11971,US
Portales,NM,34.1754,-103.3565,11968,US
Burley,ID,42.5379,-113.7926,11958,US
Hartsville,TN,36.3921,-86.1568,11957,US
Moss Point,MS,30.4241,-88.5289,11957,US
Tehachapi,CA,35.1276,-118.4744,11946,US
Lawrenceburg,KY,38.0332,-84.9031,11943,US
North Wantagh,NY,40.6983,-73.5086,11940,US
New Port Richey East,FL,28.2605,-82.6931,11939,US
Martinsville,IN,39.4149,-86.4316,11933,US
Wakefield,VA,38.823,-77.2406,11930,US
Verde Village,AZ,34.7119,-111.9941,11930,US
West Point,UT,41.122,-112.0995,11929,US
Elizabethtown,PA,40.1533,-76.599,11925,US
College,AK,64.8694,-147.8216,11924,US
New Baltimore,VA,38.7495,-77.7151,11919,US
Tache,MB,49.7081,-96.6736,11916,CA
East Glenville,NY,42.8648,-73.9256,11914,US
Wellington North,ON,43.9,-80.57,11914,CA
Kewanee,IL,41.2399,-89.9264,11913,US
St. Andrews,MB,50.27,-96.9747,11913,CA
Fenton,MI,42.7994,-83.7144,11906,US
Williams Lake,BC,52.1294,-122.1383,11906,CA
Picayune,MS,30.5322,-89.6724,11900,US
Wallington,NJ,40.8536,-74.1069,11889,US
Emmaus,PA,40.5352,-75.4978,11889,US
Arkansas City,KS,37.0726,-97.0385,11884,US
Woodward,OK,36.4247,-99.4058,11882,US
Gander,NL,48.9569,-54.6089,11880,CA
Woodmere,LA,29.8493,-90.0751,11879,US
Vermillion,SD,42.7811,-96.9256,11878,US
Belgrade,MT,45.7789,-111.1736,11872,US
The Pinery,CO,39.4462,-104.7591,11871,US
Centralia,IL,38.5224,-89.1232,11856,US
Whistler,BC,50.1208,-122.9544,11854,CA
Mountain Top,PA,41.1353,-75.9045,11850,US
Lawrenceburg,TN,35.2497,-87.3325,11844,US
Fairview Shores,FL,28.6021,-81.3958,11844,US
Brighton,ON,44.1222,-77.7642,11844,CA
Ontario,OR,44.0259,-116.976,11842,US
Dranesville,VA,38.9955,-77.3693,11828,US
Irmo,SC,34.1018,-81.1956,11813,US
Niles,MI,41.8346,-86.2473,11803,US
Evanston,WY,41.2602,-110.9646,11800,US
Wellington,CO,40.7,-105.0054,11798,US
Winton,CA,37.3854,-120.6173,11797,US
Los Alamitos,CA,33.7971,-118.0592,11794,US
Tiny,ON,44.6833,-79.95,11787,CA
Tarrytown,NY,41.0647,-73.8672,11784,US
Lincolnton,NC,35.4748,-81.2386,11783,US
Stuarts Draft,VA,38.0188,-79.0354,11780,US
Little River,SC,33.8786,-78.6393,11771,US
Lindon,UT,40.3414,-111.7187,11765,US
Elwood,NY,40.8462,-73.3389,11762,US
Salem,OH,40.9049,-80.8492,11758,US
Richfield,WI,43.2372,-88.2413,11755,US
Hawkesbury,ON,45.6,-74.6,11755,CA
Little Chute,WI,44.2906,-88.3208,11754,US
Guttenberg,NJ,40.7928,-74.0049,11754,US
Miami Shores,FL,25.867,-80.1779,11752,US
Douglas,GA,31.5065,-82.8544,11749,US
Laurel,FL,27.1507,-82.4534,11741,US
Carignan,QC,45.45,-73.3,11740,CA
Bellmawr,NJ,39.8666,-75.0941,11737,US
Miller Place,NY,40.9374,-72.9864,11736,US
Monument,CO,39.0736,-104.8467,11735,US
Gulfport,FL,27.7463,-82.7099,11734,US
Travilah,MD,39.057,-77.247,11721,US
Danville,IN,39.7584,-86.5019,11714,US
Franklin,OH,39.5538,-84.2952,11712,US
Winfield,KS,37.274,-96.95,11711,US
Yorktown,IN,40.183,-85.5123,11699,US
Four Corners,TX,29.6705,-95.6596,11692,US
Covington,LA,30.481,-90.1122,11658,US
Ringwood,NJ,41.1065,-74.2749,11657,US
Brookhaven,MS,31.5803,-90.4432,11650,US
Troy,IL,38.7268,-89.8977,11647,US
Middleburg,FL,30.0502,-81.9011,11644,US
Brock,ON,44.3167,-79.0833,11642,CA
L'Ile-Perrot,QC,45.3833,-73.95,11638,CA
Lower Burrell,PA,40.5818,-79.7141,11633,US
Hamilton Square,NJ,40.2248,-74.6526,11622,US
Campbellsville,KY,37.3445,-85.3511,11622,US
Carencro,LA,30.3126,-92.0388,11619,US
Destrehan,LA,29.9626,-90.3676,11619,US
Cano Martin Pena,PR,18.4309,-66.0507,11618,US
Summerland,BC,49.6006,-119.6778,11615,CA
Mendota Heights,MN,44.8815,-93.14,11612,US
Town and Country,MO,38.6317,-90.479,11607,US
Fort Morgan,CO,40.2537,-103.7903,11605,US
Seven Hills,OH,41.3803,-81.6736,11603,US
Bucyrus,OH,40.8054,-82.9719,11594,US
Garden City,SC,33.5926,-79.0071,11591,US
St. Clements,MB,50.2689,-96.6742,11586,CA
Green River,WY,41.5127,-109.471,11581,US
View Royal,BC,48.4517,-123.4339,11575,CA
Spring Lake,NC,35.1843,-78.9962,11573,US
Maili,HI,21.4133,-158.1701,11570,US
North Branch,MN,45.5137,-92.9601,11565,US
Elgin,TX,30.3526,-97.3883,11563,US
Martinsville,NJ,40.603,-74.5751,11559,US
South Yarmouth,MA,41.6692,-70.2005,11552,US
Oregon,WI,42.9253,-89.3892,11547,US
Endwell,NY,42.1184,-76.0219,11546,US
Roma,TX,26.4166,-99.0061,11545,US
Greentree,NJ,39.8989,-74.9613,11537,US
Rossmoor,CA,33.7887,-118.0803,11532,US
Woods Cross,UT,40.8731,-111.917,11531,US
Norton,OH,41.0294,-81.6461,11524,US
Mack,OH,39.1492,-84.6794,11516,US
Wilton Manors,FL,26.1593,-80.1395,11511,US
Quartz Hill,CA,34.6527,-118.2163,11510,US
Gloucester City,NJ,39.8924,-75.1172,11509,US
Lovejoy,GA,33.4426,-84.3177,11508,US
Oskaloosa,IA,41.2922,-92.6404,11504,US
Farmington,MI,42.4614,-83.3784,11504,US
Selma,TX,29.5866,-98.3132,11503,US
DeForest,WI,43.2301,-89.3431,11501,US
Platteville,WI,42.728,-90.4681,11499,US
Lovington,NM,32.9128,-103.3276,11498,US
Ridgefield,NJ,40.8313,-74.0147,11498,US
La Riviera,CA,38.5683,-121.3544,11492,US
Montmagny,QC,46.9833,-70.55,11491,CA
Minnehaha,WA,45.6577,-122.6204,11482,US
Mexico,MO,39.1625,-91.8712,11477,US
Tremonton,UT,41.7187,-112.189,11477,US
Prineville,OR,44.2985,-120.8607,11470,US
Signal Hill,CA,33.803,-118.1681,11468,US
North Logan,UT,41.7759,-111.8066,11460,US
Fort Bliss,TX,31.8396,-106.3747,11460,US
Minden,LA,32.6187,-93.2762,11455,US
Cantley,QC,45.5667,-75.7833,11449,CA
Leon Valley,TX,29.4954,-98.6143,11446,US
East Grand Rapids,MI,42.9464,-85.6088,11445,US
Batesville,AR,35.7687,-91.6227,11445,US
Dobbs Ferry,NY,41.0127,-73.8697,11443,US
Suffern,NY,41.1138,-74.1422,11441,US
Erin,ON,43.7667,-80.0667,11439,CA
Damascus,OR,45.4233,-122.4436,11437,US
Lanham,MD,38.962,-76.8421,11433,US
Big Bear City,CA,34.2536,-116.7903,11431,US
Storm Lake,IA,42.6431,-95.196,11428,US
Monmouth,OR,44.8505,-123.2284,11428,US
Notre-Dame-de-l'Ile-Perrot,QC,45.3667,-73.9333,11427,CA
Crowley,LA,30.2175,-92.3752,11422,US
Fredericksburg,TX,30.266,-98.8751,11419,US
Spencer,IA,43.1468,-95.1534,11400,US
Schiller Park,IL,41.9586,-87.8693,11393,US
Half Moon Bay,CA,37.4685,-122.4382,11391,US
Kincardine,ON,44.1667,-81.6333,11389,CA
Huntertown,IN,41.2185,-85.1705,11379,US
Cocoa Beach,FL,28.3327,-80.6274,11377,US
Clawson,MI,42.5367,-83.1504,11374,US
Holmen,WI,43.9706,-91.2654,11372,US
Elliot Lake,ON,46.3833,-82.65,11372,CA
Bridgeton,MO,38.7673,-90.4275,11369,US
Elk City,OK,35.3862,-99.4301,11361,US
Mitchellville,MD,38.9358,-76.8146,11359,US
Port Lavaca,TX,28.6181,-96.6278,11358,US
Bromont,QC,45.3167,-72.65,11357,CA
Fort Campbell North,KY,36.6631,-87.4764,11356,US
Markham,IL,41.6,-87.6904,11355,US
Tucson Mountains,AZ,32.2822,-111.0773,11353,US
Okmulgee,OK,35.6134,-96.0068,11348,US
Woodbury,NY,41.3284,-74.1004,11334,US
Rincon,GA,32.2947,-81.2353,11332,US
Collegedale,TN,35.0526,-85.0488,11330,US
Waggaman,LA,29.9373,-90.2354,11330,US
Cold Springs,NV,39.6927,-119.9775,11321,US
Grosse Pointe Park,MI,42.3794,-82.9287,11319,US
Red Bank,SC,33.9309,-81.2322,11314,US
Linthicum,MD,39.2088,-76.6626,11313,US
Satellite Beach,FL,28.1782,-80.6019,11313,US
Arnprior,ON,45.4333,-76.35,11305,CA
Victoria,MN,44.8634,-93.6585,11295,US
Pontiac,IL,40.8894,-88.6409,11294,US
Petal,MS,31.3477,-89.2359,11294,US
Millington,TN,35.335,-89.8991,11289,US
La Homa,TX,26.2796,-98.3575,11285,US
Westwood,NJ,40.9878,-74.0308,11283,US
North Dundas,ON,45.0833,-75.35,11278,CA
Ravenna,OH,41.1612,-81.2422,11274,US
Fulton,NY,43.3171,-76.4167,11272,US
Ocean City,NJ,39.2681,-74.602,11261,US
Wellesley,ON,43.55,-80.7167,11260,CA
Anderson,CA,40.4497,-122.295,11255,US
Hudson,FL,28.3595,-82.6894,11254,US
Lansing,KS,39.2428,-94.8972,11246,US
Shiloh,PA,39.9732,-76.792,11246,US
Airway Heights,WA,47.6459,-117.5792,11245,US
Healdsburg,CA,38.6224,-122.8651,11243,US
Guthrie,OK,35.8424,-97.4366,11243,US
Stansbury Park,UT,40.6356,-112.3054,11242,US
Spout Springs,NC,35.2724,-79.0331,11242,US
Snyder,TX,32.7133,-100.9116,11241,US
Two Rivers,WI,44.1565,-87.5824,11231,US
View Park-Windsor Hills,CA,33.9955,-118.3483,11230,US
Fort Meade,MD,39.1061,-76.7437,11225,US
Pleasant View,UT,41.3249,-112.0011,11217,US
Grand Rapids,MN,47.238,-93.5327,11207,US
Wanaque,NJ,41.044,-74.29,11206,US
Urbana,OH,40.1085,-83.7541,11204,US
Nelson,BC,49.5,-117.2833,11198,CA
Ladysmith,BC,48.9975,-123.8203,11194,CA
Grandview,WA,46.2443,-119.9092,11187,US
Port Salerno,FL,27.1461,-80.1894,11184,US
Lake Morton-Berrydale,WA,47.3325,-122.1032,11183,US
Gateway,FL,26.5793,-81.7446,11176,US
Waupun,WI,43.6314,-88.7381,11174,US
Wyomissing,PA,40.3317,-75.9703,11172,US
Coldstream,BC,50.22,-119.2481,11171,CA
Bolivar,MO,37.6059,-93.4175,11170,US
West Perrine,FL,25.6061,-80.3639,11162,US
Brooklyn,OH,41.4349,-81.7497,11158,US
Georgetown,GA,31.9849,-81.226,11158,US
Bastrop,TX,30.1113,-97.3176,11156,US
Meridianville,AL,34.8729,-86.5722,11150,US
Burr Ridge,IL,41.7485,-87.92,11141,US
Pleasant Hill,IA,41.5867,-93.4953,11136,US
Doraville,GA,33.9073,-84.2711,11134,US
Oak Hills,OR,45.5405,-122.8413,11131,US
Fox Lake,IL,42.4239,-88.1844,11131,US
Waterloo,IL,38.3403,-90.1538,11129,US
Columbia,IL,38.4581,-90.2156,11127,US
Lansdowne,PA,39.9408,-75.276,11122,US
Canyon Lake,CA,33.6885,-117.2621,11119,US
Valley Center,CA,33.233,-117.0158,11119,US
Friendly,MD,38.7601,-76.9642,11119,US
Haysville,KS,37.5648,-97.3527,11117,US
Summerfield,NC,36.1973,-79.8997,11116,US
Marinette,WI,45.0871,-87.6336,11115,US
Del Aire,CA,33.9167,-118.3693,11115,US
Lenoir City,TN,35.8111,-84.2818,11110,US
Gloucester Point,VA,37.2767,-76.5043,11109,US
Yelm,WA,46.9398,-122.6262,11102,US
Georgian Bluffs,ON,44.65,-81.0333,11100,CA
Hillsborough,CA,37.5572,-122.3586,11099,US
Kapaa,HI,22.091,-159.3521,11094,US
Mount Sinai,NY,40.9372,-73.0179,11093,US
Beachwood,NJ,39.9286,-74.2022,11088,US
Great Neck,NY,40.8029,-73.7333,11087,US
North Bellport,NY,40.7868,-72.9457,11087,US
Merriam,KS,39.0186,-94.6933,11085,US
Franklin Lakes,NJ,41.0086,-74.2083,11084,US
Barrington,IL,42.1515,-88.1281,11077,US
Lowell,IN,41.2917,-87.4195,11073,US
East Franklin,NJ,40.4933,-74.471,11070,US
Newport East,RI,41.5159,-71.2878,11069,US
Coshocton,OH,40.2618,-81.848,11068,US
Morgan City,LA,29.7041,-91.192,11064,US
East Bakersfield,CA,35.3832,-118.9743,11062,US
Lake Grove,NY,40.8586,-73.1168,11061,US
De Witt,NY,43.03,-76.0819,11060,US
Burkburnett,TX,34.0746,-98.5672,11059,US
Pineville,NC,35.0864,-80.8915,11055,US
Sturgis,MI,41.7991,-85.4184,11054,US
Isabela,PR,18.4991,-67.022,11048,US
Pompton Lakes,NJ,41.0024,-74.2859,11047,US
Waynesboro,PA,39.7524,-77.5822,11047,US
Sun Village,CA,34.5596,-117.9558,11036,US
Springdale,OH,39.2909,-84.476,11033,US
Elon,NC,36.1016,-79.5086,11032,US
Lyndon,KY,38.2645,-85.5891,11030,US
Middle Island,NY,40.8857,-72.9454,11027,US
Manhattan,IL,41.4274,-87.9805,11026,US
Weyburn,SK,49.6611,-103.8525,11019,CA
Lake Hiawatha,NJ,40.8816,-74.3826,11018,US
Lowes Island,VA,39.0471,-77.3524,11018,US
Progress,PA,40.2901,-76.8394,11017,US
Pleasanton,TX,28.9642,-98.4957,11011,US
Delhi,CA,37.4306,-120.7759,11009,US
Abbeville,LA,29.9751,-92.1265,11003,US
La Tuque,QC,48.0652,-74.0528,11001,CA
Norwich,ON,42.9833,-80.6,11001,CA
Brandon,SD,43.5928,-96.5799,10996,US
Little Ferry,NJ,40.8464,-74.0388,10996,US
Grand Haven,MI,43.0553,-86.2201,10996,US
Meaford,ON,44.58,-80.73,10991,CA
Waihee-Waiehu,HI,20.9188,-156.5063,10988,US
Burlington,WI,42.6744,-88.2721,10987,US
Medulla,FL,27.957,-81.9866,10985,US
Union City,TN,36.4267,-89.0474,10982,US
Hormigueros,PR,18.1437,-67.1199,10975,US
Adjala-Tosorontio,ON,44.1333,-79.9333,10975,CA
Lake Barcroft,VA,38.8514,-77.1579,10973,US
Pompton Plains,NJ,40.9679,-74.3075,10971,US
Roessleville,NY,42.6969,-73.7964,10968,US
Totowa,NJ,40.9039,-74.2214,10959,US
Lincoln Park,NJ,40.9239,-74.3035,10957,US
Oak Ridge,NJ,41.0323,-74.4971,10954,US
Malvern,AR,34.3734,-92.8205,10953,US
North Lindenhurst,NY,40.7072,-73.3859,10952,US
Fife,WA,47.2329,-122.3518,10949,US
Piedmont,CA,37.8225,-122.2301,10945,US
Hamilton Township,ON,44.054,-78.2164,10942,CA
Sierra Madre,CA,34.1687,-118.0504,10940,US
Clayton,CA,37.9404,-121.9301,10937,US
Belle Chasse,LA,29.8558,-90.0045,10934,US
White Marsh,MD,39.3819,-76.4574,10932,US
Walker Mill,MD,38.8758,-76.8854,10931,US
Diamond Springs,CA,38.692,-120.8391,10927,US
Stratford,PE,46.2167,-63.0893,10927,CA
Flowery Branch,GA,34.1712,-83.9142,10925,US
Marlton,NJ,39.9014,-74.9294,10922,US
Manville,NJ,40.542,-74.5892,10921,US
Martin,TN,36.3385,-88.8513,10915,US
Pingree Grove,IL,42.0855,-88.4358,10914,US
Maltby,WA,47.8027,-122.1044,10910,US
Citrus,CA,34.116,-117.8891,10904,US
Celina,OH,40.555,-84.5626,10903,US
Calimesa,CA,33.9874,-117.0542,10902,US
Cheat Lake,WV,39.667,-79.8564,10902,US
Peru,IN,40.7593,-86.0756,10901,US
New Albany,OH,40.0809,-82.7848,10896,US
Magnolia,AR,33.2775,-93.2261,10894,US
Sleepy Hollow,NY,41.0936,-73.8722,10887,US
Timberlane,LA,29.8781,-90.0303,10886,US
Kearney,MO,39.355,-94.3599,10885,US
Myers Corner,NY,41.5864,-73.8793,10877,US
Campton Hills,IL,41.9498,-88.4166,10877,US
Rathdrum,ID,47.7948,-116.8944,10874,US
Hardeeville,SC,32.2949,-81.0321,10871,US
Waipio,HI,21.4143,-157.9966,10870,US
Lexington,NE,40.7779,-99.7461,10862,US
Riverton,WY,43.0421,-108.4144,10856,US
Montgomery,OH,39.2496,-84.3458,10855,US
Independent Hill,VA,38.6404,-77.4089,10853,US
Estevan,SK,49.1392,-102.9861,10851,CA
Halfway,MD,39.6162,-77.7703,10849,US
Lowell,AR,36.2561,-94.1532,10849,US
Bedford Heights,OH,41.4041,-81.5053,10847,US
Summit,IL,41.7877,-87.8146,10846,US
Felida,WA,45.7138,-122.7103,10841,US
Birch Bay,WA,48.9243,-122.7519,10837,US
South Dundas,ON,44.9167,-75.2667,10833,CA
Forestville,OH,39.0711,-84.3389,10831,US
Gages Lake,IL,42.3519,-87.9828,10819,US
Boaz,AL,34.1985,-86.1529,10814,US
Canton,MS,32.5975,-90.0317,10811,US
Essex Junction,VT,44.4902,-73.1141,10803,US
Pine Hill,NJ,39.7879,-74.9857,10802,US
Russellville,AL,34.5055,-87.7283,10799,US
Terryville,NY,40.9093,-73.0486,10794,US
Van Wert,OH,40.8651,-84.5879,10790,US
Newberry,SC,34.2813,-81.601,10790,US
Berkley,CO,39.8045,-105.0281,10789,US
Atchison,KS,39.5625,-95.1367,10785,US
Edwards,CO,39.6215,-106.6184,10785,US
The Hills,NJ,40.6561,-74.6215,10785,US
Fairview,TX,33.1399,-96.6117,10783,US
Sugarmill Woods,FL,28.7299,-82.501,10782,US
Heath,TX,32.8439,-96.4674,10777,US
Powdersville,SC,34.7826,-82.4959,10771,US
Tarboro,NC,35.9046,-77.5563,10770,US
Ironton,OH,38.5323,-82.6779,10768,US
Rolesville,NC,35.9223,-78.4656,10766,US
Mount Vista,WA,45.7373,-122.6316,10764,US
Pine Ridge,FL,28.933,-82.4761,10762,US
Placerville,CA,38.7308,-120.7979,10762,US
Jackson,WY,43.472,-110.7746,10756,US
Vidalia,GA,32.2125,-82.4019,10752,US
Bargersville,IN,39.5412,-86.2004,10752,US
White City,OR,42.4316,-122.8322,10750,US
Fairview,CA,37.6758,-122.0473,10745,US
Alachua,FL,29.7779,-82.4832,10743,US
Northbrook,OH,39.2467,-84.5796,10742,US
Mount Kisco,NY,41.2016,-73.7281,10737,US
Lisbon,WI,43.1533,-88.2468,10736,US
Fairview,OR,45.5469,-122.439,10735,US
Sumner,WA,47.2189,-122.2338,10733,US
Milton,FL,30.6286,-87.0522,10733,US
McKee City,NJ,39.4465,-74.6445,10731,US
Fair Oaks Ranch,TX,29.7467,-98.6376,10728,US
Winterville,NC,35.5291,-77.4,10725,US
Cherry Creek,CO,39.6094,-104.8645,10721,US
Pella,IA,41.4052,-92.9189,10720,US
Clute,TX,29.0256,-95.3975,10715,US
West Haverstraw,NY,41.2063,-73.9884,10711,US
Roscoe,IL,42.4256,-89.0084,10706,US
Smithville,MO,39.3919,-94.5747,10705,US
Worth,IL,41.6877,-87.7916,10700,US
Cottage Grove,OR,43.796,-123.0573,10698,US
Bonham,TX,33.588,-96.1901,10697,US
Morro Bay,CA,35.3682,-120.8482,10692,US
Darby,PA,39.921,-75.261,10687,US
Rockport,TX,28.029,-97.0722,10683,US
La Plata,MD,38.5352,-76.97,10683,US
Saks,AL,33.7118,-85.8536,10681,US
Broomall,PA,39.9688,-75.354,10679,US
Soquel,CA,36.9978,-121.9483,10679,US
Sonoma,CA,38.2902,-122.4598,10670,US
Garden Acres,CA,37.9637,-121.2296,10667,US
Plymouth,IN,41.3483,-86.3187,10664,US
Spanish Fort,AL,30.7254,-87.8597,10662,US
Lake Monticello,VA,37.921,-78.3295,10662,US
Nanticoke,PA,41.2005,-76.0003,10653,US
Palatka,FL,29.6493,-81.6705,10650,US
Budd Lake,NJ,40.8733,-74.7375,10650,US
Middleton,ID,43.7113,-116.6157,10649,US
Taylorville,IL,39.5328,-89.2804,10646,US
Heath,OH,40.0241,-82.4413,10644,US
Corning,NY,42.147,-77.0561,10643,US
Le Mars,IA,42.781,-96.1733,10640,US
Roslyn,PA,40.1311,-75.1374,10639,US
Lake Arrowhead,CA,34.2531,-117.1944,10639,US
Mount Airy,NC,36.5083,-80.6155,10633,US
Lambton Shores,ON,43.1833,-81.9,10631,CA
Richmond Heights,OH,41.5589,-81.5029,10626,US
Cleveland,MS,33.744,-90.7285,10623,US
Freeport,TX,28.9453,-95.3601,10621,US
North Dumfries,ON,43.32,-80.38,10619,CA
Union Park,FL,28.5657,-81.2355,10615,US
Shelton,WA,47.2186,-123.1121,10612,US
Hobart,WI,44.4967,-88.1602,10610,US
Heartland,TX,32.6748,-96.4515,10607,US
Lighthouse Point,FL,26.2785,-80.0891,10600,US
Chalco,NE,41.1817,-96.1353,10595,US
Flowood,MS,32.3359,-90.0802,10587,US
Monroe,WI,42.603,-89.6381,10587,US
Bel Air,MD,39.5348,-76.346,10585,US
Newport,OR,44.6242,-124.0513,10583,US
Crestwood,IL,41.6454,-87.7397,10579,US
Comstock Park,MI,43.0438,-85.6778,10577,US
Pike Road,AL,32.2939,-86.09,10574,US
Rifle,CO,39.5362,-107.7729,10570,US
Scenic Oaks,TX,29.7038,-98.6712,10569,US
Bellmead,TX,31.6026,-97.0897,10566,US
Francisville,KY,39.1068,-84.7277,10565,US
Scaggsville,MD,39.1416,-76.8843,10564,US
Sonterra,TX,30.8079,-97.5952,10563,US
Alexandria,KY,38.9621,-84.3859,10562,US
